Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Strona Główna,Firefox 84.0,,,2021-01-29 17:33:49,2021-01-29 17:35:24,"1m - 34,570s",FAILED
,,,,,,,
Test Cases/Strona Główna/Test Nawigacji,Firefox 84.0,,,2021-01-29 17:33:51,2021-01-29 17:34:32,"40,929s",PASSED
"openBrowser("""")",Firefox 84.0,,,2021-01-29 17:33:52,2021-01-29 17:33:59,"7,185s",PASSED
maximizeWindow(),Firefox 84.0,,,2021-01-29 17:33:59,2021-01-29 17:34:00,"0,326s",PASSED
"navigateToUrl(""https://www.aptekarska.pl/"")",Firefox 84.0,,,2021-01-29 17:34:00,2021-01-29 17:34:08,"8,773s",PASSED
"click(findTestObject(""Object Repository/Strona Główna Nawigacja/Page_Aptekarska Szkoa Zarzdzania Szkolenia _8ea30e/button_Nie zgadzam si""))",Firefox 84.0,,,2021-01-29 17:34:08,2021-01-29 17:34:12,"3,512s",PASSED
"click(findTestObject(""Object Repository/Strona Główna Nawigacja/Page_Aptekarska Szkoa Zarzdzania Szkolenia _8ea30e/span_Aktualnoci""))",Firefox 84.0,,,2021-01-29 17:34:12,2021-01-29 17:34:15,"3,560s",PASSED
getUrl(),Firefox 84.0,,,2021-01-29 17:34:15,2021-01-29 17:34:16,"0,167s",PASSED
"verifyEqual(getUrl(), ""https://www.aptekarska.pl/aktualnosci/"")",Firefox 84.0,,,2021-01-29 17:34:16,2021-01-29 17:34:16,"0,143s",PASSED
"click(findTestObject(""Object Repository/Strona Główna Nawigacja/Page_Aktualnoci - Aptekarska Szkoa Zarzdzania/span_Artykuy""))",Firefox 84.0,,,2021-01-29 17:34:16,2021-01-29 17:34:19,"3,426s",PASSED
getUrl(),Firefox 84.0,,,2021-01-29 17:34:19,2021-01-29 17:34:19,"0,172s",PASSED
"verifyEqual(getUrl(), ""https://www.aptekarska.pl/artykuly/"")",Firefox 84.0,,,2021-01-29 17:34:19,2021-01-29 17:34:19,"0,054s",PASSED
"click(findTestObject(""Object Repository/Strona Główna Nawigacja/Page_Artykuy - Aptekarska Szkoa Zarzdzania/span_O nas""))",Firefox 84.0,,,2021-01-29 17:34:19,2021-01-29 17:34:23,"3,823s",PASSED
getUrl(),Firefox 84.0,,,2021-01-29 17:34:23,2021-01-29 17:34:23,"0,034s",PASSED
"verifyEqual(getUrl(), ""https://www.aptekarska.pl/o-nas/"")",Firefox 84.0,,,2021-01-29 17:34:23,2021-01-29 17:34:23,"0,072s",PASSED
"click(findTestObject(""Object Repository/Strona Główna Nawigacja/Page_O nas - Aptekarska Szkoa Zarzdzania/span_Kontakt""))",Firefox 84.0,,,2021-01-29 17:34:23,2021-01-29 17:34:27,"4,091s",PASSED
getUrl(),Firefox 84.0,,,2021-01-29 17:34:27,2021-01-29 17:34:28,"0,159s",PASSED
"verifyEqual(getUrl(), ""https://www.aptekarska.pl/kontakt/"")",Firefox 84.0,,,2021-01-29 17:34:28,2021-01-29 17:34:28,"0,074s",PASSED
"click(findTestObject(""Object Repository/Strona Główna Nawigacja/Page_Aptekarska Szkoa Zarzdzania Szkolenia _8ea30e/span_Oferta""))",Firefox 84.0,,,2021-01-29 17:34:28,2021-01-29 17:34:31,"2,909s",PASSED
getUrl(),Firefox 84.0,,,2021-01-29 17:34:31,2021-01-29 17:34:31,"0,031s",PASSED
"verifyEqual(getUrl(), ""https://www.aptekarska.pl/oferta/"")",Firefox 84.0,,,2021-01-29 17:34:31,2021-01-29 17:34:31,"0,018s",PASSED
closeBrowser(),Firefox 84.0,,,2021-01-29 17:34:31,2021-01-29 17:34:32,"1,602s",PASSED
,,,,,,,
Test Cases/Strona Główna/Test Przewijania Strony,Firefox 84.0,,,2021-01-29 17:34:32,2021-01-29 17:34:51,"18,936s",PASSED
"openBrowser("""")",Firefox 84.0,,,2021-01-29 17:34:33,2021-01-29 17:34:38,"5,138s",PASSED
"navigateToUrl(""https://www.aptekarska.pl/"")",Firefox 84.0,,,2021-01-29 17:34:38,2021-01-29 17:34:43,"4,719s",PASSED
"click(findTestObject(""Object Repository/Strona Główna Przewijanie/Page_Aptekarska Szkoa Zarzdzania Szkolenia _8ea30e/button_Akceptuj wszystko""))",Firefox 84.0,,,2021-01-29 17:34:43,2021-01-29 17:34:48,"4,965s",PASSED
"scrollToElement(findTestObject(""Object Repository/Strona Główna Przewijanie/Page_Aptekarska Szkoa Zarzdzania Szkolenia dla Farmacji/img_Uczestniczka webinaru_preload-me""), 0)",Firefox 84.0,,,2021-01-29 17:34:48,2021-01-29 17:34:49,"1,046s",PASSED
"click(findTestObject(""Object Repository/Strona Główna Przewijanie/Page_Aptekarska Szkoa Zarzdzania Szkolenia _8ea30e/a_Do gry""))",Firefox 84.0,,,2021-01-29 17:34:49,2021-01-29 17:34:50,"1,380s",PASSED
closeBrowser(),Firefox 84.0,,,2021-01-29 17:34:50,2021-01-29 17:34:51,"1,201s",PASSED
,,,,,,,
Test Cases/Strona Główna/Test Przycisków,Firefox 84.0,,,2021-01-29 17:34:51,2021-01-29 17:35:24,"32,862s",FAILED
"openBrowser("""")",Firefox 84.0,,,2021-01-29 17:34:52,2021-01-29 17:34:57,"5,135s",PASSED
maximizeWindow(),Firefox 84.0,,,2021-01-29 17:34:57,2021-01-29 17:34:57,"0,282s",PASSED
"navigateToUrl(""https://www.aptekarska.pl/"")",Firefox 84.0,,,2021-01-29 17:34:57,2021-01-29 17:35:04,"7,221s",PASSED
"click(findTestObject(""Object Repository/Strona Główna Nawigacja/Page_Aptekarska Szkoa Zarzdzania Szkolenia _8ea30e/button_Nie zgadzam si""))",Firefox 84.0,,,2021-01-29 17:35:04,2021-01-29 17:35:06,"1,570s",PASSED
"click(findTestObject(""Object Repository/Strona Główna Przyciski/Page_Aptekarska Szkoa Zarzdzania Szkolenia _8ea30e/a_Wicej o nas""))",Firefox 84.0,,,2021-01-29 17:35:06,2021-01-29 17:35:10,"4,377s",PASSED
getUrl(),Firefox 84.0,,,2021-01-29 17:35:10,2021-01-29 17:35:10,"0,023s",PASSED
"verifyEqual(getUrl(), ""https://www.aptekarska.pl/o-nas/"")",Firefox 84.0,,,2021-01-29 17:35:10,2021-01-29 17:35:10,"0,048s",PASSED
"click(findTestObject(""Object Repository/Strona Główna Przyciski/Page_O nas - Aptekarska Szkoa Zarzdzania/span_Strona gwna""))",Firefox 84.0,,,2021-01-29 17:35:10,2021-01-29 17:35:17,"6,520s",PASSED
"click(findTestObject(""Object Repository/Strona Główna Przyciski/Page_Aptekarska Szkoa Zarzdzania Szkolenia _8ea30e/a_Wszystkie aktualnoci""))",Firefox 84.0,,,2021-01-29 17:35:17,2021-01-29 17:35:24,"7,181s",FAILED
