Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
O nas,Firefox 84.0,,,2021-01-29 17:38:56,2021-01-29 17:42:08,"3m - 12,149s",FAILED
,,,,,,,
Test Cases/O nas/Test Nawigacji - Podstrona O nas,Firefox 84.0,,,2021-01-29 17:38:58,2021-01-29 17:39:35,"37,271s",PASSED
"openBrowser("""")",Firefox 84.0,,,2021-01-29 17:38:59,2021-01-29 17:39:05,"6,357s",PASSED
maximizeWindow(),Firefox 84.0,,,2021-01-29 17:39:05,2021-01-29 17:39:05,"0,305s",PASSED
"navigateToUrl(""https://www.aptekarska.pl/o-nas/"")",Firefox 84.0,,,2021-01-29 17:39:05,2021-01-29 17:39:10,"4,414s",PASSED
"click(findTestObject(""Object Repository/Strona Główna Nawigacja/Page_Aptekarska Szkoa Zarzdzania Szkolenia _8ea30e/button_Nie zgadzam si""))",Firefox 84.0,,,2021-01-29 17:39:10,2021-01-29 17:39:11,"1,210s",PASSED
"click(findTestObject(""Object Repository/Strona Główna Nawigacja/Page_Aptekarska Szkoa Zarzdzania Szkolenia _8ea30e/span_Aktualnoci""))",Firefox 84.0,,,2021-01-29 17:39:11,2021-01-29 17:39:14,"2,709s",PASSED
getUrl(),Firefox 84.0,,,2021-01-29 17:39:14,2021-01-29 17:39:14,"0,168s",PASSED
"verifyEqual(getUrl(), ""https://www.aptekarska.pl/aktualnosci/"")",Firefox 84.0,,,2021-01-29 17:39:14,2021-01-29 17:39:14,"0,082s",PASSED
"click(findTestObject(""Object Repository/Strona Główna Nawigacja/Page_Aktualnoci - Aptekarska Szkoa Zarzdzania/span_Artykuy""))",Firefox 84.0,,,2021-01-29 17:39:14,2021-01-29 17:39:17,"3,500s",PASSED
getUrl(),Firefox 84.0,,,2021-01-29 17:39:17,2021-01-29 17:39:17,"0,138s",PASSED
"verifyEqual(getUrl(), ""https://www.aptekarska.pl/artykuly/"")",Firefox 84.0,,,2021-01-29 17:39:17,2021-01-29 17:39:17,"0,043s",PASSED
"click(findTestObject(""SPY - NAWIGACJA STRONA GŁOWNA BUTTON/Page_Aktualnoci - Aptekarska Szkoa Zarzdzania/img_Szkolenia cige dla farmaceutw, farmacji, farmaceutyczne  Aptekarska.pl_preload-me""))",Firefox 84.0,,,2021-01-29 17:39:17,2021-01-29 17:39:21,"3,785s",PASSED
getUrl(),Firefox 84.0,,,2021-01-29 17:39:21,2021-01-29 17:39:21,"0,027s",PASSED
"verifyEqual(getUrl(), ""https://www.aptekarska.pl/"")",Firefox 84.0,,,2021-01-29 17:39:21,2021-01-29 17:39:21,"0,021s",PASSED
"click(findTestObject(""Object Repository/Strona Główna Nawigacja/Page_O nas - Aptekarska Szkoa Zarzdzania/span_Kontakt""))",Firefox 84.0,,,2021-01-29 17:39:21,2021-01-29 17:39:28,"6,865s",PASSED
getUrl(),Firefox 84.0,,,2021-01-29 17:39:28,2021-01-29 17:39:28,"0,128s",PASSED
"verifyEqual(getUrl(), ""https://www.aptekarska.pl/kontakt/"")",Firefox 84.0,,,2021-01-29 17:39:28,2021-01-29 17:39:28,"0,080s",PASSED
"click(findTestObject(""Object Repository/Strona Główna Nawigacja/Page_Aptekarska Szkoa Zarzdzania Szkolenia _8ea30e/span_Oferta""))",Firefox 84.0,,,2021-01-29 17:39:28,2021-01-29 17:39:32,"4,056s",PASSED
