Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
O nas,Firefox 84.0,,,2021-01-28 17:47:10,2021-01-28 17:51:13,"4m - 3,834s",FAILED
,,,,,,,
Test Cases/O nas/Test Nawigacji - Podstrona O nas,Firefox 84.0,,,2021-01-28 17:47:11,2021-01-28 17:47:58,"46,983s",PASSED
"openBrowser("""")",Firefox 84.0,,,2021-01-28 17:47:12,2021-01-28 17:47:18,"6,313s",PASSED
maximizeWindow(),Firefox 84.0,,,2021-01-28 17:47:18,2021-01-28 17:47:18,"0,322s",PASSED
"navigateToUrl(""https://www.aptekarska.pl/o-nas/"")",Firefox 84.0,,,2021-01-28 17:47:18,2021-01-28 17:47:31,"12,762s",PASSED
"click(findTestObject(""Object Repository/Strona Główna Nawigacja/Page_Aptekarska Szkoa Zarzdzania Szkolenia _8ea30e/button_Nie zgadzam si""))",Firefox 84.0,,,2021-01-28 17:47:31,2021-01-28 17:47:32,"0,892s",PASSED
"click(findTestObject(""Object Repository/Strona Główna Nawigacja/Page_Aptekarska Szkoa Zarzdzania Szkolenia _8ea30e/span_Aktualnoci""))",Firefox 84.0,,,2021-01-28 17:47:32,2021-01-28 17:47:36,"4,037s",PASSED
getUrl(),Firefox 84.0,,,2021-01-28 17:47:36,2021-01-28 17:47:36,"0,144s",PASSED
"verifyEqual(getUrl(), ""https://www.aptekarska.pl/aktualnosci/"")",Firefox 84.0,,,2021-01-28 17:47:36,2021-01-28 17:47:36,"0,077s",PASSED
"click(findTestObject(""Object Repository/Strona Główna Nawigacja/Page_Aktualnoci - Aptekarska Szkoa Zarzdzania/span_Artykuy""))",Firefox 84.0,,,2021-01-28 17:47:36,2021-01-28 17:47:41,"4,296s",PASSED
getUrl(),Firefox 84.0,,,2021-01-28 17:47:41,2021-01-28 17:47:41,"0,128s",PASSED
"verifyEqual(getUrl(), ""https://www.aptekarska.pl/artykuly/"")",Firefox 84.0,,,2021-01-28 17:47:41,2021-01-28 17:47:41,"0,046s",PASSED
"click(findTestObject(""SPY - NAWIGACJA STRONA GŁOWNA BUTTON/Page_Aktualnoci - Aptekarska Szkoa Zarzdzania/img_Szkolenia cige dla farmaceutw, farmacji, farmaceutyczne  Aptekarska.pl_preload-me""))",Firefox 84.0,,,2021-01-28 17:47:41,2021-01-28 17:47:45,"3,768s",PASSED
getUrl(),Firefox 84.0,,,2021-01-28 17:47:45,2021-01-28 17:47:45,"0,059s",PASSED
"verifyEqual(getUrl(), ""https://www.aptekarska.pl/"")",Firefox 84.0,,,2021-01-28 17:47:45,2021-01-28 17:47:45,"0,182s",PASSED
"click(findTestObject(""Object Repository/Strona Główna Nawigacja/Page_O nas - Aptekarska Szkoa Zarzdzania/span_Kontakt""))",Firefox 84.0,,,2021-01-28 17:47:45,2021-01-28 17:47:51,"6,675s",PASSED
getUrl(),Firefox 84.0,,,2021-01-28 17:47:51,2021-01-28 17:47:52,"0,022s",PASSED
"verifyEqual(getUrl(), ""https://www.aptekarska.pl/kontakt/"")",Firefox 84.0,,,2021-01-28 17:47:52,2021-01-28 17:47:52,"0,022s",PASSED
