Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Aktualności,Firefox 84.0,,,2021-01-28 15:39:50,2021-01-28 15:42:10,"2m - 19,567s",FAILED
,,,,,,,
Test Cases/Aktualności/Test Nawigacji - Podstrona Aktualności,Firefox 84.0,,,2021-01-28 15:39:52,2021-01-28 15:40:20,"28,158s",FAILED
"openBrowser("""")",Firefox 84.0,,,2021-01-28 15:39:53,2021-01-28 15:40:00,"6,676s",PASSED
maximizeWindow(),Firefox 84.0,,,2021-01-28 15:40:00,2021-01-28 15:40:00,"0,318s",PASSED
"navigateToUrl(""https://www.aptekarska.pl/aktualnosci/"")",Firefox 84.0,,,2021-01-28 15:40:00,2021-01-28 15:40:06,"5,661s",PASSED
"click(findTestObject(""Object Repository/Strona Główna Nawigacja/Page_Aptekarska Szkoa Zarzdzania Szkolenia _8ea30e/button_Nie zgadzam si""))",Firefox 84.0,,,2021-01-28 15:40:06,2021-01-28 15:40:07,"0,938s",PASSED
"click(findTestObject(""SPY - NAWIGACJA STRONA GŁOWNA BUTTON/Page_Aktualnoci - Aptekarska Szkoa Zarzdzania/img_Szkolenia cige dla farmaceutw, farmacji, farmaceutyczne  Aptekarska.pl_preload-me""))",Firefox 84.0,,,2021-01-28 15:40:07,2021-01-28 15:40:11,"3,851s",PASSED
getUrl(),Firefox 84.0,,,2021-01-28 15:40:11,2021-01-28 15:40:11,"0,064s",PASSED
"verifyEqual(getUrl(), ""https://www.aptekarska.pl/"")",Firefox 84.0,,,2021-01-28 15:40:11,2021-01-28 15:40:11,"0,113s",PASSED
"click(findTestObject(""Object Repository/Strona Główna Nawigacja/Page_Aktualnoci - Aptekarska Szkoa Zarzdzania/span_Artykuy""))",Firefox 84.0,,,2021-01-28 15:40:11,2021-01-28 15:40:20,"9,324s",PASSED
getUrl(),Firefox 84.0,,,2021-01-28 15:40:20,2021-01-28 15:40:20,"0,016s",PASSED
"verifyEqual(getUrl(), ""https://www.aptekarska.pl/artykuly/"")",Firefox 84.0,,,2021-01-28 15:40:20,2021-01-28 15:40:20,"0,058s",FAILED
,,,,,,,
Test Cases/Aktualności/Test Przewijania Strony - Podstrona Aktualności,Firefox 84.0,,,2021-01-28 15:40:20,2021-01-28 15:40:37,"16,289s",PASSED
"openBrowser("""")",Firefox 84.0,,,2021-01-28 15:40:21,2021-01-28 15:40:28,"6,515s",PASSED
"navigateToUrl(""https://www.aptekarska.pl/aktualnosci/"")",Firefox 84.0,,,2021-01-28 15:40:28,2021-01-28 15:40:33,"5,032s",PASSED
"click(findTestObject(""Object Repository/Strona Główna Przewijanie/Page_Aptekarska Szkoa Zarzdzania Szkolenia _8ea30e/button_Akceptuj wszystko""))",Firefox 84.0,,,2021-01-28 15:40:33,2021-01-28 15:40:34,"1,018s",PASSED
"scrollToElement(findTestObject(""Spy - Podstrona Aktualności/Page_Aktualnoci - Aptekarska Szkoa Zarzdzania/div_Czytaj Wicej_wf-container-footer""), 0)",Firefox 84.0,,,2021-01-28 15:40:34,2021-01-28 15:40:34,"0,612s",PASSED
"click(findTestObject(""Spy - Podstrona Aktualności/Page_Aktualnoci - Aptekarska Szkoa Zarzdzania/a_Do gry""))",Firefox 84.0,,,2021-01-28 15:40:34,2021-01-28 15:40:36,"1,398s",PASSED
closeBrowser(),Firefox 84.0,,,2021-01-28 15:40:36,2021-01-28 15:40:37,"1,170s",PASSED
,,,,,,,
Test Cases/Aktualności/Test Przycisków - Podstrona Aktualności - Back with link,Firefox 84.0,,,2021-01-28 15:40:37,2021-01-28 15:41:02,"24,814s",FAILED
"openBrowser("""")",Firefox 84.0,,,2021-01-28 15:40:37,2021-01-28 15:40:42,"5,126s",PASSED
maximizeWindow(),Firefox 84.0,,,2021-01-28 15:40:42,2021-01-28 15:40:43,"0,287s",PASSED
"navigateToUrl(""https://www.aptekarska.pl/aktualnosci/"")",Firefox 84.0,,,2021-01-28 15:40:43,2021-01-28 15:40:47,"4,675s",PASSED
"click(findTestObject(""Object Repository/Podstrona Aktualności Przyciski/Page_WEBINAR nt. recept - Aptekarska Szkoa _d7070e/button_Nie zgadzam si""))",Firefox 84.0,,,2021-01-28 15:40:47,2021-01-28 15:40:48,"0,970s",PASSED
"click(findTestObject(""Object Repository/Podstrona Aktualności Przyciski/Page_Aktualnoci - Aptekarska Szkoa Zarzdzania/span_Sortuj po dacie_filter-switch left-act_ca62bb""))",Firefox 84.0,,,2021-01-28 15:40:48,2021-01-28 15:40:49,"0,792s",PASSED
