Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Kontakt,Firefox 84.0,,,2021-01-28 16:28:52,2021-01-28 16:29:47,"55,591s",PASSED
,,,,,,,
Test Cases/Kontakt/Test Nawigacji - Podstrony Kontakt,Firefox 84.0,,,2021-01-28 16:28:54,2021-01-28 16:29:33,"39,340s",PASSED
"openBrowser("""")",Firefox 84.0,,,2021-01-28 16:28:55,2021-01-28 16:29:02,"6,834s",PASSED
maximizeWindow(),Firefox 84.0,,,2021-01-28 16:29:02,2021-01-28 16:29:02,"0,329s",PASSED
"navigateToUrl(""https://www.aptekarska.pl/kontakt/"")",Firefox 84.0,,,2021-01-28 16:29:02,2021-01-28 16:29:08,"5,894s",PASSED
"click(findTestObject(""Object Repository/Strona Główna Nawigacja/Page_Aptekarska Szkoa Zarzdzania Szkolenia _8ea30e/button_Nie zgadzam si""))",Firefox 84.0,,,2021-01-28 16:29:08,2021-01-28 16:29:09,"0,879s",PASSED
"click(findTestObject(""Object Repository/Strona Główna Nawigacja/Page_Aptekarska Szkoa Zarzdzania Szkolenia _8ea30e/span_Aktualnoci""))",Firefox 84.0,,,2021-01-28 16:29:09,2021-01-28 16:29:13,"4,691s",PASSED
getUrl(),Firefox 84.0,,,2021-01-28 16:29:13,2021-01-28 16:29:13,"0,171s",PASSED
"verifyEqual(getUrl(), ""https://www.aptekarska.pl/aktualnosci/"")",Firefox 84.0,,,2021-01-28 16:29:13,2021-01-28 16:29:14,"0,124s",PASSED
"click(findTestObject(""Object Repository/Strona Główna Nawigacja/Page_Aktualnoci - Aptekarska Szkoa Zarzdzania/span_Artykuy""))",Firefox 84.0,,,2021-01-28 16:29:14,2021-01-28 16:29:18,"3,980s",PASSED
getUrl(),Firefox 84.0,,,2021-01-28 16:29:18,2021-01-28 16:29:18,"0,134s",PASSED
"verifyEqual(getUrl(), ""https://www.aptekarska.pl/artykuly/"")",Firefox 84.0,,,2021-01-28 16:29:18,2021-01-28 16:29:18,"0,045s",PASSED
"click(findTestObject(""Object Repository/Strona Główna Nawigacja/Page_Artykuy - Aptekarska Szkoa Zarzdzania/span_O nas""))",Firefox 84.0,,,2021-01-28 16:29:18,2021-01-28 16:29:22,"4,025s",PASSED
getUrl(),Firefox 84.0,,,2021-01-28 16:29:22,2021-01-28 16:29:22,"0,127s",PASSED
"verifyEqual(getUrl(), ""https://www.aptekarska.pl/o-nas/"")",Firefox 84.0,,,2021-01-28 16:29:22,2021-01-28 16:29:22,"0,030s",PASSED
"click(findTestObject(""SPY - NAWIGACJA STRONA GŁOWNA BUTTON/Page_Aktualnoci - Aptekarska Szkoa Zarzdzania/img_Szkolenia cige dla farmaceutw, farmacji, farmaceutyczne  Aptekarska.pl_preload-me""))",Firefox 84.0,,,2021-01-28 16:29:22,2021-01-28 16:29:26,"4,077s",PASSED
getUrl(),Firefox 84.0,,,2021-01-28 16:29:26,2021-01-28 16:29:26,"0,029s",PASSED
"verifyEqual(getUrl(), ""https://www.aptekarska.pl/"")",Firefox 84.0,,,2021-01-28 16:29:26,2021-01-28 16:29:26,"0,040s",PASSED
"click(findTestObject(""Object Repository/Strona Główna Nawigacja/Page_Aptekarska Szkoa Zarzdzania Szkolenia _8ea30e/span_Oferta""))",Firefox 84.0,,,2021-01-28 16:29:26,2021-01-28 16:29:32,"5,633s",PASSED
getUrl(),Firefox 84.0,,,2021-01-28 16:29:32,2021-01-28 16:29:32,"0,020s",PASSED
"verifyEqual(getUrl(), ""https://www.aptekarska.pl/oferta/"")",Firefox 84.0,,,2021-01-28 16:29:32,2021-01-28 16:29:32,"0,018s",PASSED
closeBrowser(),Firefox 84.0,,,2021-01-28 16:29:32,2021-01-28 16:29:33,"1,393s",PASSED
,,,,,,,
Test Cases/Kontakt/Test Przewijania Strony - Podstrony Kontakt,Firefox 84.0,,,2021-01-28 16:29:33,2021-01-28 16:29:47,"13,771s",PASSED
"openBrowser("""")",Firefox 84.0,,,2021-01-28 16:29:34,2021-01-28 16:29:39,"5,120s",PASSED
"navigateToUrl(""https://www.aptekarska.pl/kontakt/"")",Firefox 84.0,,,2021-01-28 16:29:39,2021-01-28 16:29:43,"4,650s",PASSED
"click(findTestObject(""Object Repository/Strona Główna Przewijanie/Page_Aptekarska Szkoa Zarzdzania Szkolenia _8ea30e/button_Akceptuj wszystko""))",Firefox 84.0,,,2021-01-28 16:29:43,2021-01-28 16:29:44,"0,975s",PASSED
"scrollToElement(findTestObject(""Object Repository/Strona Główna Przewijanie/Page_Aptekarska Szkoa Zarzdzania Szkolenia dla Farmacji/img_Uczestniczka webinaru_preload-me""), 0)",Firefox 84.0,,,2021-01-28 16:29:44,2021-01-28 16:29:45,"0,623s",PASSED
"click(findTestObject(""Object Repository/Strona Główna Przewijanie/Page_Aptekarska Szkoa Zarzdzania Szkolenia _8ea30e/a_Do gry""))",Firefox 84.0,,,2021-01-28 16:29:45,2021-01-28 16:29:46,"0,691s",PASSED
closeBrowser(),Firefox 84.0,,,2021-01-28 16:29:46,2021-01-28 16:29:47,"1,278s",PASSED
,,,,,,,
Test Cases/Kontakt/Test Przycisków - Podstrona Kontakt,Firefox 84.0,,,2021-01-28 16:29:47,2021-01-28 16:29:47,"0,409s",PASSED
return null,Firefox 84.0,,,2021-01-28 16:29:47,2021-01-28 16:29:47,"0,001s",PASSED
