Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Strona Główna,Edge Chromium 88,,,2021-01-27 15:48:20,2021-01-27 15:49:45,"1m - 24,604s",PASSED
,,,,,,,
Test Cases/Strona Główna/Test Nawigacji,Edge Chromium 88,,,2021-01-27 15:48:22,2021-01-27 15:48:46,"23,660s",PASSED
"openBrowser("""")",Edge Chromium 88,,,2021-01-27 15:48:23,2021-01-27 15:48:26,"3,047s",PASSED
maximizeWindow(),Edge Chromium 88,,,2021-01-27 15:48:26,2021-01-27 15:48:26,"0,160s",PASSED
"navigateToUrl(""https://www.aptekarska.pl/"")",Edge Chromium 88,,,2021-01-27 15:48:26,2021-01-27 15:48:30,"4,387s",PASSED
"click(findTestObject(""Object Repository/Strona Główna Nawigacja/Page_Aptekarska Szkoa Zarzdzania Szkolenia _8ea30e/button_Nie zgadzam si""))",Edge Chromium 88,,,2021-01-27 15:48:30,2021-01-27 15:48:31,"0,347s",PASSED
"click(findTestObject(""Object Repository/Strona Główna Nawigacja/Page_Aptekarska Szkoa Zarzdzania Szkolenia _8ea30e/span_Aktualnoci""))",Edge Chromium 88,,,2021-01-27 15:48:31,2021-01-27 15:48:34,"3,509s",PASSED
getUrl(),Edge Chromium 88,,,2021-01-27 15:48:34,2021-01-27 15:48:34,"0,050s",PASSED
"verifyEqual(getUrl(), ""https://www.aptekarska.pl/aktualnosci/"")",Edge Chromium 88,,,2021-01-27 15:48:34,2021-01-27 15:48:34,"0,103s",PASSED
"click(findTestObject(""Object Repository/Strona Główna Nawigacja/Page_Aktualnoci - Aptekarska Szkoa Zarzdzania/span_Artykuy""))",Edge Chromium 88,,,2021-01-27 15:48:34,2021-01-27 15:48:37,"2,765s",PASSED
getUrl(),Edge Chromium 88,,,2021-01-27 15:48:37,2021-01-27 15:48:37,"0,056s",PASSED
"verifyEqual(getUrl(), ""https://www.aptekarska.pl/artykuly/"")",Edge Chromium 88,,,2021-01-27 15:48:37,2021-01-27 15:48:37,"0,083s",PASSED
"click(findTestObject(""Object Repository/Strona Główna Nawigacja/Page_Artykuy - Aptekarska Szkoa Zarzdzania/span_O nas""))",Edge Chromium 88,,,2021-01-27 15:48:37,2021-01-27 15:48:40,"2,627s",PASSED
getUrl(),Edge Chromium 88,,,2021-01-27 15:48:40,2021-01-27 15:48:40,"0,072s",PASSED
"verifyEqual(getUrl(), ""https://www.aptekarska.pl/o-nas/"")",Edge Chromium 88,,,2021-01-27 15:48:40,2021-01-27 15:48:40,"0,055s",PASSED
"click(findTestObject(""Object Repository/Strona Główna Nawigacja/Page_O nas - Aptekarska Szkoa Zarzdzania/span_Kontakt""))",Edge Chromium 88,,,2021-01-27 15:48:40,2021-01-27 15:48:43,"2,870s",PASSED
getUrl(),Edge Chromium 88,,,2021-01-27 15:48:43,2021-01-27 15:48:43,"0,026s",PASSED
