Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
O nas,Chrome 88.0.4324.104,,,2021-01-28 17:58:21,2021-01-28 18:01:23,"3m - 1,928s",FAILED
,,,,,,,
Test Cases/O nas/Test Nawigacji - Podstrona O nas,Chrome 88.0.4324.104,,,2021-01-28 17:58:22,2021-01-28 17:58:59,"36,321s",PASSED
"openBrowser("""")",Chrome 88.0.4324.104,,,2021-01-28 17:58:23,2021-01-28 17:58:28,"4,751s",PASSED
maximizeWindow(),Chrome 88.0.4324.104,,,2021-01-28 17:58:28,2021-01-28 17:58:30,"2,170s",PASSED
"navigateToUrl(""https://www.aptekarska.pl/o-nas/"")",Chrome 88.0.4324.104,,,2021-01-28 17:58:30,2021-01-28 17:58:35,"4,562s",PASSED
"click(findTestObject(""Object Repository/Strona Główna Nawigacja/Page_Aptekarska Szkoa Zarzdzania Szkolenia _8ea30e/button_Nie zgadzam si""))",Chrome 88.0.4324.104,,,2021-01-28 17:58:35,2021-01-28 17:58:35,"0,701s",PASSED
"click(findTestObject(""Object Repository/Strona Główna Nawigacja/Page_Aptekarska Szkoa Zarzdzania Szkolenia _8ea30e/span_Aktualnoci""))",Chrome 88.0.4324.104,,,2021-01-28 17:58:35,2021-01-28 17:58:40,"4,590s",PASSED
getUrl(),Chrome 88.0.4324.104,,,2021-01-28 17:58:40,2021-01-28 17:58:40,"0,084s",PASSED
"verifyEqual(getUrl(), ""https://www.aptekarska.pl/aktualnosci/"")",Chrome 88.0.4324.104,,,2021-01-28 17:58:40,2021-01-28 17:58:40,"0,054s",PASSED
"click(findTestObject(""Object Repository/Strona Główna Nawigacja/Page_Aktualnoci - Aptekarska Szkoa Zarzdzania/span_Artykuy""))",Chrome 88.0.4324.104,,,2021-01-28 17:58:40,2021-01-28 17:58:44,"3,557s",PASSED
getUrl(),Chrome 88.0.4324.104,,,2021-01-28 17:58:44,2021-01-28 17:58:44,"0,026s",PASSED
