Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Aktualności,Chrome 88.0.4324.104,,,2021-01-29 17:16:19,2021-01-29 17:18:31,"2m - 12,663s",FAILED
,,,,,,,
Test Cases/Aktualności/Test Nawigacji - Podstrona Aktualności,Chrome 88.0.4324.104,,,2021-01-29 17:16:21,2021-01-29 17:16:55,"34,779s",PASSED
"openBrowser("""")",Chrome 88.0.4324.104,,,2021-01-29 17:16:22,2021-01-29 17:16:27,"5,123s",PASSED
maximizeWindow(),Chrome 88.0.4324.104,,,2021-01-29 17:16:27,2021-01-29 17:16:29,"2,312s",PASSED
"navigateToUrl(""https://www.aptekarska.pl/aktualnosci/"")",Chrome 88.0.4324.104,,,2021-01-29 17:16:29,2021-01-29 17:16:33,"4,185s",PASSED
"click(findTestObject(""Object Repository/Strona Główna Nawigacja/Page_Aptekarska Szkoa Zarzdzania Szkolenia _8ea30e/button_Nie zgadzam si""))",Chrome 88.0.4324.104,,,2021-01-29 17:16:33,2021-01-29 17:16:34,"1,077s",PASSED
"click(findTestObject(""SPY - NAWIGACJA STRONA GŁOWNA BUTTON/Page_Aktualnoci - Aptekarska Szkoa Zarzdzania/img_Szkolenia cige dla farmaceutw, farmacji, farmaceutyczne  Aptekarska.pl_preload-me""))",Chrome 88.0.4324.104,,,2021-01-29 17:16:34,2021-01-29 17:16:39,"4,517s",PASSED
getUrl(),Chrome 88.0.4324.104,,,2021-01-29 17:16:39,2021-01-29 17:16:39,"0,067s",PASSED
"verifyEqual(getUrl(), ""https://www.aptekarska.pl/"")",Chrome 88.0.4324.104,,,2021-01-29 17:16:39,2021-01-29 17:16:39,"0,100s",PASSED
"click(findTestObject(""Object Repository/Strona Główna Nawigacja/Page_Aktualnoci - Aptekarska Szkoa Zarzdzania/span_Artykuy""))",Chrome 88.0.4324.104,,,2021-01-29 17:16:39,2021-01-29 17:16:46,"6,730s",PASSED
getUrl(),Chrome 88.0.4324.104,,,2021-01-29 17:16:46,2021-01-29 17:16:46,"0,023s",PASSED
"verifyEqual(getUrl(), ""https://www.aptekarska.pl/artykuly/"")",Chrome 88.0.4324.104,,,2021-01-29 17:16:46,2021-01-29 17:16:46,"0,032s",PASSED
"click(findTestObject(""Object Repository/Strona Główna Nawigacja/Page_Artykuy - Aptekarska Szkoa Zarzdzania/span_O nas""))",Chrome 88.0.4324.104,,,2021-01-29 17:16:46,2021-01-29 17:16:49,"2,988s",PASSED
getUrl(),Chrome 88.0.4324.104,,,2021-01-29 17:16:49,2021-01-29 17:16:49,"0,141s",PASSED
"verifyEqual(getUrl(), ""https://www.aptekarska.pl/o-nas/"")",Chrome 88.0.4324.104,,,2021-01-29 17:16:49,2021-01-29 17:16:49,"0,108s",PASSED
"click(findTestObject(""Object Repository/Strona Główna Nawigacja/Page_O nas - Aptekarska Szkoa Zarzdzania/span_Kontakt""))",Chrome 88.0.4324.104,,,2021-01-29 17:16:49,2021-01-29 17:16:52,"3,148s",PASSED
getUrl(),Chrome 88.0.4324.104,,,2021-01-29 17:16:52,2021-01-29 17:16:52,"0,027s",PASSED
"verifyEqual(getUrl(), ""https://www.aptekarska.pl/kontakt/"")",Chrome 88.0.4324.104,,,2021-01-29 17:16:52,2021-01-29 17:16:52,"0,040s",PASSED
"click(findTestObject(""Object Repository/Strona Główna Nawigacja/Page_Aptekarska Szkoa Zarzdzania Szkolenia _8ea30e/span_Oferta""))",Chrome 88.0.4324.104,,,2021-01-29 17:16:52,2021-01-29 17:16:55,"2,477s",PASSED
