Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Strona Główna,Chrome 88.0.4324.104,,,2021-01-27 15:43:50,2021-01-27 15:45:53,"2m - 3,100s",PASSED
,,,,,,,
Test Cases/Strona Główna/Test Nawigacji,Chrome 88.0.4324.104,,,2021-01-27 15:43:52,2021-01-27 15:44:34,"41,514s",PASSED
"openBrowser("""")",Chrome 88.0.4324.104,,,2021-01-27 15:43:53,2021-01-27 15:43:59,"5,825s",PASSED
maximizeWindow(),Chrome 88.0.4324.104,,,2021-01-27 15:43:59,2021-01-27 15:44:01,"2,220s",PASSED
"navigateToUrl(""https://www.aptekarska.pl/"")",Chrome 88.0.4324.104,,,2021-01-27 15:44:01,2021-01-27 15:44:06,"5,381s",PASSED
"click(findTestObject(""Object Repository/Strona Główna Nawigacja/Page_Aptekarska Szkoa Zarzdzania Szkolenia _8ea30e/button_Nie zgadzam si""))",Chrome 88.0.4324.104,,,2021-01-27 15:44:06,2021-01-27 15:44:10,"3,750s",PASSED
"click(findTestObject(""Object Repository/Strona Główna Nawigacja/Page_Aptekarska Szkoa Zarzdzania Szkolenia _8ea30e/span_Aktualnoci""))",Chrome 88.0.4324.104,,,2021-01-27 15:44:10,2021-01-27 15:44:14,"4,458s",PASSED
getUrl(),Chrome 88.0.4324.104,,,2021-01-27 15:44:14,2021-01-27 15:44:15,"0,073s",PASSED
"verifyEqual(getUrl(), ""https://www.aptekarska.pl/aktualnosci/"")",Chrome 88.0.4324.104,,,2021-01-27 15:44:15,2021-01-27 15:44:15,"0,105s",PASSED
"click(findTestObject(""Object Repository/Strona Główna Nawigacja/Page_Aktualnoci - Aptekarska Szkoa Zarzdzania/span_Artykuy""))",Chrome 88.0.4324.104,,,2021-01-27 15:44:15,2021-01-27 15:44:18,"3,491s",PASSED
getUrl(),Chrome 88.0.4324.104,,,2021-01-27 15:44:18,2021-01-27 15:44:18,"0,096s",PASSED
"verifyEqual(getUrl(), ""https://www.aptekarska.pl/artykuly/"")",Chrome 88.0.4324.104,,,2021-01-27 15:44:18,2021-01-27 15:44:18,"0,093s",PASSED
"click(findTestObject(""Object Repository/Strona Główna Nawigacja/Page_Artykuy - Aptekarska Szkoa Zarzdzania/span_O nas""))",Chrome 88.0.4324.104,,,2021-01-27 15:44:18,2021-01-27 15:44:22,"4,024s",PASSED
getUrl(),Chrome 88.0.4324.104,,,2021-01-27 15:44:22,2021-01-27 15:44:22,"0,056s",PASSED
"verifyEqual(getUrl(), ""https://www.aptekarska.pl/o-nas/"")",Chrome 88.0.4324.104,,,2021-01-27 15:44:22,2021-01-27 15:44:22,"0,023s",PASSED
"click(findTestObject(""Object Repository/Strona Główna Nawigacja/Page_O nas - Aptekarska Szkoa Zarzdzania/span_Kontakt""))",Chrome 88.0.4324.104,,,2021-01-27 15:44:22,2021-01-27 15:44:28,"5,699s",PASSED
getUrl(),Chrome 88.0.4324.104,,,2021-01-27 15:44:28,2021-01-27 15:44:28,"0,071s",PASSED
"verifyEqual(getUrl(), ""https://www.aptekarska.pl/kontakt/"")",Chrome 88.0.4324.104,,,2021-01-27 15:44:28,2021-01-27 15:44:28,"0,050s",PASSED
"click(findTestObject(""Object Repository/Strona Główna Nawigacja/Page_Aptekarska Szkoa Zarzdzania Szkolenia _8ea30e/span_Oferta""))",Chrome 88.0.4324.104,,,2021-01-27 15:44:28,2021-01-27 15:44:33,"4,378s",PASSED
getUrl(),Chrome 88.0.4324.104,,,2021-01-27 15:44:33,2021-01-27 15:44:33,"0,012s",PASSED
"verifyEqual(getUrl(), ""https://www.aptekarska.pl/oferta/"")",Chrome 88.0.4324.104,,,2021-01-27 15:44:33,2021-01-27 15:44:33,"0,022s",PASSED
closeBrowser(),Chrome 88.0.4324.104,,,2021-01-27 15:44:33,2021-01-27 15:44:34,"0,838s",PASSED
,,,,,,,
Test Cases/Strona Główna/Test Przewijania Strony,Chrome 88.0.4324.104,,,2021-01-27 15:44:34,2021-01-27 15:44:47,"13,687s",PASSED
