Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
O nas,Edge Chromium 88,,,2021-01-29 17:54:48,2021-01-29 17:57:06,"2m - 17,525s",FAILED
,,,,,,,
Test Cases/O nas/Test Nawigacji - Podstrona O nas,Edge Chromium 88,,,2021-01-29 17:54:50,2021-01-29 17:55:17,"26,634s",PASSED
"openBrowser("""")",Edge Chromium 88,,,2021-01-29 17:54:51,2021-01-29 17:54:54,"2,849s",PASSED
maximizeWindow(),Edge Chromium 88,,,2021-01-29 17:54:54,2021-01-29 17:54:54,"0,171s",PASSED
"navigateToUrl(""https://www.aptekarska.pl/o-nas/"")",Edge Chromium 88,,,2021-01-29 17:54:54,2021-01-29 17:54:57,"3,504s",PASSED
"click(findTestObject(""Object Repository/Strona Główna Nawigacja/Page_Aptekarska Szkoa Zarzdzania Szkolenia _8ea30e/button_Nie zgadzam si""))",Edge Chromium 88,,,2021-01-29 17:54:57,2021-01-29 17:54:58,"0,417s",PASSED
"click(findTestObject(""Object Repository/Strona Główna Nawigacja/Page_Aptekarska Szkoa Zarzdzania Szkolenia _8ea30e/span_Aktualnoci""))",Edge Chromium 88,,,2021-01-29 17:54:58,2021-01-29 17:55:01,"2,770s",PASSED
getUrl(),Edge Chromium 88,,,2021-01-29 17:55:01,2021-01-29 17:55:01,"0,079s",PASSED
"verifyEqual(getUrl(), ""https://www.aptekarska.pl/aktualnosci/"")",Edge Chromium 88,,,2021-01-29 17:55:01,2021-01-29 17:55:01,"0,089s",PASSED
"click(findTestObject(""Object Repository/Strona Główna Nawigacja/Page_Aktualnoci - Aptekarska Szkoa Zarzdzania/span_Artykuy""))",Edge Chromium 88,,,2021-01-29 17:55:01,2021-01-29 17:55:04,"3,068s",PASSED
getUrl(),Edge Chromium 88,,,2021-01-29 17:55:04,2021-01-29 17:55:04,"0,054s",PASSED
"verifyEqual(getUrl(), ""https://www.aptekarska.pl/artykuly/"")",Edge Chromium 88,,,2021-01-29 17:55:04,2021-01-29 17:55:04,"0,080s",PASSED
"click(findTestObject(""SPY - NAWIGACJA STRONA GŁOWNA BUTTON/Page_Aktualnoci - Aptekarska Szkoa Zarzdzania/img_Szkolenia cige dla farmaceutw, farmacji, farmaceutyczne  Aptekarska.pl_preload-me""))",Edge Chromium 88,,,2021-01-29 17:55:04,2021-01-29 17:55:08,"3,590s",PASSED
getUrl(),Edge Chromium 88,,,2021-01-29 17:55:08,2021-01-29 17:55:08,"0,035s",PASSED
"verifyEqual(getUrl(), ""https://www.aptekarska.pl/"")",Edge Chromium 88,,,2021-01-29 17:55:08,2021-01-29 17:55:08,"0,022s",PASSED
"click(findTestObject(""Object Repository/Strona Główna Nawigacja/Page_O nas - Aptekarska Szkoa Zarzdzania/span_Kontakt""))",Edge Chromium 88,,,2021-01-29 17:55:08,2021-01-29 17:55:11,"3,343s",PASSED
getUrl(),Edge Chromium 88,,,2021-01-29 17:55:11,2021-01-29 17:55:11,"0,024s",PASSED
"verifyEqual(getUrl(), ""https://www.aptekarska.pl/kontakt/"")",Edge Chromium 88,,,2021-01-29 17:55:11,2021-01-29 17:55:11,"0,026s",PASSED
"click(findTestObject(""Object Repository/Strona Główna Nawigacja/Page_Aptekarska Szkoa Zarzdzania Szkolenia _8ea30e/span_Oferta""))",Edge Chromium 88,,,2021-01-29 17:55:11,2021-01-29 17:55:16,"4,884s",PASSED
getUrl(),Edge Chromium 88,,,2021-01-29 17:55:16,2021-01-29 17:55:16,"0,018s",PASSED
"verifyEqual(getUrl(), ""https://www.aptekarska.pl/oferta/"")",Edge Chromium 88,,,2021-01-29 17:55:16,2021-01-29 17:55:16,"0,021s",PASSED
closeBrowser(),Edge Chromium 88,,,2021-01-29 17:55:16,2021-01-29 17:55:17,"0,797s",PASSED
,,,,,,,
Test Cases/O nas/Test Przewijania Strony - Podstrona O nas,Edge Chromium 88,,,2021-01-29 17:55:17,2021-01-29 17:55:24,"7,240s",PASSED
"openBrowser("""")",Edge Chromium 88,,,2021-01-29 17:55:17,2021-01-29 17:55:19,"1,493s",PASSED
"navigateToUrl(""https://www.aptekarska.pl/o-nas/"")",Edge Chromium 88,,,2021-01-29 17:55:19,2021-01-29 17:55:23,"4,008s",PASSED
"click(findTestObject(""Object Repository/Strona Główna Przewijanie/Page_Aptekarska Szkoa Zarzdzania Szkolenia _8ea30e/button_Akceptuj wszystko""))",Edge Chromium 88,,,2021-01-29 17:55:23,2021-01-29 17:55:23,"0,237s",PASSED
"scrollToElement(findTestObject(""Object Repository/Strona Główna Przewijanie/Page_Aptekarska Szkoa Zarzdzania Szkolenia dla Farmacji/img_Uczestniczka webinaru_preload-me""), 0)",Edge Chromium 88,,,2021-01-29 17:55:23,2021-01-29 17:55:23,"0,217s",PASSED
"click(findTestObject(""Object Repository/Strona Główna Przewijanie/Page_Aptekarska Szkoa Zarzdzania Szkolenia _8ea30e/a_Do gry""))",Edge Chromium 88,,,2021-01-29 17:55:23,2021-01-29 17:55:23,"0,197s",PASSED
closeBrowser(),Edge Chromium 88,,,2021-01-29 17:55:23,2021-01-29 17:55:24,"0,661s",PASSED
,,,,,,,
Test Cases/O nas/Test przycisków - Podstrona O nas - Beata,Edge Chromium 88,,,2021-01-29 17:55:24,2021-01-29 17:55:47,"22,705s",FAILED
"openBrowser("""")",Edge Chromium 88,,,2021-01-29 17:55:24,2021-01-29 17:55:26,"1,320s",PASSED
maximizeWindow(),Edge Chromium 88,,,2021-01-29 17:55:26,2021-01-29 17:55:26,"0,155s",PASSED
"navigateToUrl(""https://www.aptekarska.pl/o-nas/"")",Edge Chromium 88,,,2021-01-29 17:55:26,2021-01-29 17:55:30,"3,879s",PASSED
"click(findTestObject(""Object Repository/Podstrona O nas Przyciski/Page_O nas - Aptekarska Szkoa Zarzdzania/button_Nie zgadzam si""))",Edge Chromium 88,,,2021-01-29 17:55:30,2021-01-29 17:55:30,"0,320s",PASSED
"click(findTestObject(""Object Repository/Podstrona O nas Przyciski/Page_O nas - Aptekarska Szkoa Zarzdzania/i""))",Edge Chromium 88,,,2021-01-29 17:55:30,2021-01-29 17:55:33,"2,601s",PASSED
getUrl(),Edge Chromium 88,,,2021-01-29 17:55:33,2021-01-29 17:55:33,"0,013s",PASSED
"verifyEqual(getUrl(), ""https://www.aptekarska.pl/o-nas/beata-tyszkiewicz-kmiecik/"")",Edge Chromium 88,,,2021-01-29 17:55:33,2021-01-29 17:55:33,"0,016s",PASSED
"click(findTestObject(""Object Repository/Podstrona O nas Przyciski/Page_Beata Tyszkiewicz-Kmiecik - Aptekarska_133aa7/span_O nas""))",Edge Chromium 88,,,2021-01-29 17:55:33,2021-01-29 17:55:36,"3,094s",PASSED
